date,zone,volume
2022-04-03,A,102.62732786412373
2022-04-04,A,93.85492877867206
2022-04-05,A,112.85450818151092
2022-04-06,A,128.515606492529
2022-04-07,A,142.97402108423694
2022-04-08,A,157.50036516335328
2022-04-09,A,115.5932976158266
2022-04-10,A,122.79810452140504
2022-04-11,A,121.31126568911091
2022-04-12,A,103.66945255983507
2022-04-13,A,125.29988624402017
2022-04-14,A,137.96184265988015
2022-04-15,A,140.70214823337471
2022-04-16,A,134.43594711053422
2022-04-17,A,131.12058586550287
2022-04-18,A,123.58892354865215
2022-04-19,A,110.07425494871599
2022-04-20,A,143.64889012092473
2022-04-21,A,144.33965988365588
2022-04-22,A,161.95651488567373
2022-04-23,A,136.36972402356105
2022-04-24,A,120.81923627446645
2022-04-25,A,111.88369599596481
2022-04-26,A,138.26266825404727
2022-04-27,A,135.2887630772369
2022-04-28,A,138.46700189823702
2022-04-29,A,155.7490397043421
2022-04-30,A,134.29152299418672
2022-05-01,A,115.92284227295809
2022-05-02,A,116.29878116402921
2022-05-03,A,113.15059359134601
2022-05-04,A,130.77715586464268
2022-05-05,A,144.30706998284086
2022-05-06,A,150.75979182504892
2022-05-07,A,140.65598054042113
2022-05-08,A,104.41517834459286
2022-05-09,A,114.43262170383825
2022-05-10,A,105.11582360060558
2022-05-11,A,117.0802255341426
2022-05-12,A,143.7979683271203
2022-05-13,A,148.80904490879072
2022-05-14,A,131.77827411442212
2022-05-15,A,126.62923873765043
2022-05-16,A,98.43270909406489
2022-05-17,A,109.78649903913733
2022-05-18,A,124.0096956092235
2022-05-19,A,143.9626301853448
2022-05-20,A,150.43818122952317
2022-05-21,A,129.33324990408244
2022-05-22,A,125.84531536602897
2022-05-23,A,109.7441994417799
2022-05-24,A,97.97654907289231
2022-05-25,A,113.0900272355809
2022-05-26,A,144.30684407469485
2022-05-27,A,146.5095984801246
2022-05-28,A,136.63910266254422
2022-05-29,A,119.89726436420786
2022-05-30,A,111.11472928125391
2022-05-31,A,120.76338604824379
2022-06-01,A,119.93998962148633
2022-06-02,A,135.09969574499138
2022-06-03,A,139.60081622938603
2022-06-04,A,139.84786697855935
2022-06-05,A,130.15077311568956
2022-06-06,A,105.92960512932605
2022-06-07,A,93.23866048625138
2022-06-08,A,115.26695599801569
2022-06-09,A,137.88124477590083
2022-06-10,A,143.95564606259353
2022-06-11,A,134.33949469324233
2022-06-12,A,120.56991314043582
2022-06-13,A,106.95642005873323
2022-06-14,A,121.71704619394568
2022-06-15,A,123.5608305235174
2022-06-16,A,137.71706495253437
2022-06-17,A,152.3185515407891
2022-06-18,A,125.39153722194163
2022-06-19,A,123.44886786921894
2022-06-20,A,110.34088624519312
2022-06-21,A,112.21285946032287
2022-06-22,A,141.7452478962321
2022-06-23,A,139.70801913605078
2022-06-24,A,165.0400026668887
2022-06-25,A,135.94329225759626
2022-06-26,A,110.18527273696756
2022-06-27,A,110.14988749341174
2022-06-28,A,104.8525078471893
2022-06-29,A,123.09506232660188
2022-06-30,A,147.9320151686037
2022-07-01,A,153.07234408196672
2022-07-02,A,132.83947231945538
2022-07-03,A,128.370715527169
2022-07-04,A,118.92066297969188
2022-07-05,A,125.02295357231414
2022-07-06,A,133.4144864361853
2022-07-07,A,155.73324853523516
2022-07-08,A,133.65137001904344
2022-07-09,A,135.3436316025322
2022-07-10,A,113.60550238628085
2022-07-11,A,110.6844778746121
2022-07-12,A,109.03101583630372
2022-07-13,A,127.91998651365131
2022-07-14,A,159.95328795025176
2022-07-15,A,147.41006914154306
2022-07-16,A,141.26729259915416
2022-07-17,A,118.75345986754482
2022-07-18,A,110.40644735931781
2022-07-19,A,113.72081310343599
2022-07-20,A,132.9059118471041
2022-07-21,A,154.2884192630666
2022-07-22,A,162.01704956380289
2022-07-23,A,140.50398478697622
2022-07-24,A,125.39805966529194
2022-07-25,A,100.66389505224825
2022-07-26,A,113.03973579069367
2022-07-27,A,136.91170510845714
2022-07-28,A,151.96377815609762
2022-07-29,A,150.60084551540632
2022-07-30,A,145.18824587831494
2022-07-31,A,124.67788831902814
2022-08-01,A,119.54333126187753
2022-08-02,A,116.12769305574533
2022-08-03,A,126.61387293488981
2022-08-04,A,147.79282917429435
2022-08-05,A,125.53328271629387
2022-08-06,A,141.23025016292218
2022-08-07,A,91.63452211543182
2022-08-08,A,96.22324400662978
2022-08-09,A,117.4970386776861
2022-08-10,A,133.3497642276621
2022-08-11,A,135.87673894778055
2022-08-12,A,143.35129145815472
2022-08-13,A,149.20156225082525
2022-08-14,A,117.01965373463914
2022-08-15,A,128.02438383516716
2022-08-16,A,113.93760111481727
2022-08-17,A,132.8638890146475
2022-08-18,A,158.1812344469572
2022-08-19,A,150.16639479280323
2022-08-20,A,130.2885525664542
2022-08-21,A,120.08414524373464
2022-08-22,A,109.86620551649223
2022-08-23,A,103.10509679268674
2022-08-24,A,127.62301309894269
2022-08-25,A,139.3787725770601
2022-08-26,A,156.58310999082553
2022-08-27,A,138.65426947553314
2022-08-28,A,118.76966893417885
2022-08-29,A,109.3717060311025
2022-08-30,A,115.87807622761838
2022-08-31,A,134.67425333725717
2022-09-01,A,137.38868156975434
2022-09-02,A,140.92561694242605
2022-09-03,A,147.28487827534178
2022-09-04,A,117.80341001979203
2022-09-05,A,98.95649480537878
2022-09-06,A,117.7136718255037
2022-09-07,A,133.51676825807007
2022-09-08,A,133.21072741112556
2022-09-09,A,151.16424179717524
2022-09-10,A,144.402179361619
2022-09-11,A,124.16726668115044
2022-09-12,A,115.41715348631512
2022-09-13,A,102.99908743578409
2022-09-14,A,132.52820111985002
2022-09-15,A,143.10556146348685
2022-09-16,A,145.53613687373942
2022-09-17,A,145.5520295676182
2022-09-18,A,133.0764412229626
2022-09-19,A,124.78633212309647
2022-09-20,A,124.82177326262712
2022-09-21,A,129.07207649690864
2022-09-22,A,148.418350913531
2022-09-23,A,155.60311118788067
2022-09-24,A,139.62707835672657
2022-09-25,A,122.35842871093156
2022-09-26,A,117.09146681137324
2020-01-01,B,199.52573883179255
2020-01-02,B,209.81234416838132
2020-01-03,B,216.20279373696962
2020-01-04,B,213.77898783425113
2020-01-05,B,191.38631158728856
2020-01-06,B,183.2731716213603
2020-01-07,B,189.78406434831697
2020-01-08,B,197.0713383668892
2020-01-09,B,221.76669503847913
2020-01-10,B,222.6193891613937
2020-01-11,B,198.89927018715943
2020-01-12,B,202.97087365724894
2020-01-13,B,176.61560392642835
2020-01-14,B,171.2527377352881
2020-01-15,B,191.77979046344973
2020-01-16,B,207.61841851408414
2020-01-17,B,220.0761049530569
2020-01-18,B,206.65704090815143
2020-01-19,B,188.8078496567043
2020-01-20,B,185.64924767041356
2020-01-21,B,187.28257344038124
2020-01-22,B,202.73859317536449
2020-01-23,B,219.13547752821032
2020-01-24,B,224.6578658178846
2020-01-25,B,192.05428828837188
2020-01-26,B,188.65706944978342
2020-01-27,B,163.32002150070798
2020-01-28,B,184.922120035292
2020-01-29,B,200.2432165024855
2020-01-30,B,224.2911781379683
2020-01-31,B,229.29993368570578
2020-02-01,B,210.61018547868042
2020-02-02,B,187.63975691879398
2020-02-03,B,184.71306098705978
2020-02-04,B,180.48036959238524
2020-02-05,B,200.3392091388035
2020-02-06,B,223.88608054540708
2020-02-07,B,215.40675784609147
2020-02-08,B,215.50348427667157
2020-02-09,B,197.13192655757766
2020-02-10,B,173.26350761971736
2020-02-11,B,192.56493378678903
2020-02-12,B,206.0089511833924
2020-02-13,B,216.88246717877226
2020-02-14,B,213.84041101985576
2020-02-15,B,202.2544770841971
2020-02-16,B,187.48148506288516
2020-02-17,B,185.31266793316968
2020-02-18,B,177.19884949190867
2020-02-19,B,203.99058847944943
2020-02-20,B,206.20308591883392
2020-02-21,B,218.37652007863616
2020-02-22,B,210.07537733946367
2020-02-23,B,211.41389690865077
2020-02-24,B,170.02345705274115
2020-02-25,B,196.690037433111
2020-02-26,B,201.75929987245877
2020-02-27,B,219.49657556405884
2020-02-28,B,221.0259221313227
2020-02-29,B,212.82607991850364
2020-03-01,B,190.69344498335346
2020-03-02,B,192.74445381863381
2020-03-03,B,181.33222181746223
2020-03-04,B,209.68850720806455
2020-03-05,B,211.12233332829703
2020-03-06,B,219.66719412307683
2020-03-07,B,200.7626350246901
2020-03-08,B,195.6331856510997
2020-03-09,B,192.74313009245648
2020-03-10,B,184.43521160276325
2020-03-11,B,199.12561511106938
2020-03-12,B,207.43040465552787
2020-03-13,B,218.38493773593876
2020-03-14,B,196.66605143530984
2020-03-15,B,184.760042064639
2020-03-16,B,183.0664808759874
2020-03-17,B,195.6762366933313
2020-03-18,B,223.24445766060688
2020-03-19,B,211.72472974957415
2020-03-20,B,231.77175028759078
2020-03-21,B,211.42849542636517
2020-03-22,B,190.9231548544888
2020-03-23,B,184.78301819099357
2020-03-24,B,185.68953305090994
2020-03-25,B,201.72400664573854
2020-03-26,B,213.22081519759817
2020-03-27,B,209.17454182610655
2020-03-28,B,197.19954403304556
2020-03-29,B,197.42916516477985
2020-03-30,B,179.17873192656867
2020-03-31,B,180.49556005429093
2020-04-01,B,200.97895592469592
2020-04-02,B,222.9170085936065
2020-04-03,B,221.87240071877866
2020-04-04,B,204.37017623016445
2020-04-05,B,202.08361981379133
2020-04-06,B,194.09588674117754
2020-04-07,B,189.29079456419308
2020-04-08,B,208.77028907173363
2020-04-09,B,226.56330061486213
2020-04-10,B,229.54035377587363
2020-04-11,B,214.6014792102631
2020-04-12,B,197.130122615269
2020-04-13,B,185.68975737416665
2020-04-14,B,176.62570999530425
2020-04-15,B,206.65683630592778
2020-04-16,B,205.85117894140916
2020-04-17,B,214.21283367370714
2020-04-18,B,220.18727640589702
2020-04-19,B,199.1351776102937
2020-04-20,B,193.50172917495155
2020-04-21,B,183.30108639225224
2020-04-22,B,191.90313039090688
2020-04-23,B,214.84426320392885
2020-04-24,B,221.45594976270223
2020-04-25,B,210.46073566422234
2020-04-26,B,201.5529302088637
2020-04-27,B,178.7824495275071
2020-04-28,B,188.36082730624392
2020-04-29,B,193.28217399571412
2020-04-30,B,220.44036907491207
2020-05-01,B,220.73463785633277
2020-05-02,B,203.9003892972963
2020-05-03,B,190.66692155148144
2020-05-04,B,180.269277025483
2020-05-05,B,183.45338056719376
2020-05-06,B,215.43199119940266
2020-05-07,B,216.12033290216885
2020-05-08,B,218.82867064349907
2020-05-09,B,193.18935841276152
2020-05-10,B,185.46996770311438
2020-05-11,B,179.708165672024
2020-05-12,B,180.19787026254753
2020-05-13,B,212.38499207835378
2020-05-14,B,215.65846878753214
2020-05-15,B,231.1574635895339
2020-05-16,B,210.5326732161153
2020-05-17,B,192.99151928039277
2020-05-18,B,181.17245155604493
2020-05-19,B,185.7851317550023
2020-05-20,B,215.1517614258002
2020-05-21,B,198.49115524676213
2020-05-22,B,204.90761370954849
2020-05-23,B,205.76373956533365
2020-05-24,B,192.87998971459092
2020-05-25,B,187.47372860592714
2020-05-26,B,189.60952939632043
2020-05-27,B,198.39750416842693
2020-05-28,B,225.27046067677614
2020-05-29,B,229.23161296034988
2020-05-30,B,211.65163893402556
2020-05-31,B,200.53509730905503
2020-06-01,B,184.2041253853421
2020-06-02,B,181.4030376679077
2020-06-03,B,207.12407625354174
2020-06-04,B,218.07308618154158
2020-06-05,B,221.07083857923396
2020-06-06,B,222.03287493143958
2020-06-07,B,173.29692977090957
2020-06-08,B,170.75155998667856
2020-06-09,B,176.468408541246
2020-06-10,B,198.70552643106092
2020-06-11,B,215.22138591285372
2020-06-12,B,209.07158469308382
2020-06-13,B,202.4380521655063
2020-06-14,B,186.08724344111218
2020-06-15,B,201.8224961546323
2020-06-16,B,200.44897760428827
2020-06-17,B,198.38768634020437
2020-06-18,B,214.41965501859772
2020-06-19,B,212.00662796783178
2020-06-20,B,195.12434318826072
2020-06-21,B,192.1090054481025
2020-06-22,B,174.25035762214313
2020-06-23,B,185.4263078390848
2020-06-24,B,188.9501049594034
2020-06-25,B,211.30259574463986
2020-06-26,B,222.45934677783083
2020-06-27,B,213.38913334640426
2020-06-28,B,196.4538926793767
2020-06-29,B,171.73933168490908
2020-06-30,B,193.01266800353554
2020-07-01,B,195.42012824900664
2020-07-02,B,222.5313247980509
2020-07-03,B,221.2552906725328
2020-07-04,B,199.51842664157968
2020-07-05,B,190.65460544286157
2020-07-06,B,185.29622356474553
2020-07-07,B,191.148975276318
2020-07-08,B,200.76398871233684
2020-07-09,B,229.79276267607102
2020-07-10,B,229.47055632344086
2020-07-11,B,208.5463637730752
2020-07-12,B,199.25523164667658
2020-07-13,B,197.91373157981104
2020-07-14,B,201.9991991088552
2020-07-15,B,192.13796291538185
2020-07-16,B,210.1963367320752
2020-07-17,B,233.35989051948923
2020-07-18,B,202.20341836764203
2020-07-19,B,182.74399815331753
2020-07-20,B,178.62390072278322
2020-07-21,B,189.7472060484582
2020-07-22,B,201.21285837914326
2020-07-23,B,212.47416272815784
2020-07-24,B,216.15691060189252
2020-07-25,B,205.04104032911195
2020-07-26,B,186.3583202604499
2020-07-27,B,200.83658685665398
2020-07-28,B,188.8355510122161
2020-07-29,B,209.19617453734014
2020-07-30,B,213.8361220165213
2020-07-31,B,220.13302694827024
2020-08-01,B,205.10137506352072
2020-08-02,B,172.25080068043775
2020-08-03,B,171.62951969373276
2020-08-04,B,172.04058307295833
2020-08-05,B,184.17390194855903
2020-08-06,B,208.25594003715767
2020-08-07,B,232.2903958708817
2020-08-08,B,210.52438764291867
2020-08-09,B,203.8590475284302
2020-08-10,B,186.01152459379273
2020-08-11,B,192.85607318859292
2020-08-12,B,195.03506627980548
2020-08-13,B,222.08048953515402
2020-08-14,B,227.5905343784936
2020-08-15,B,206.3367687167544
2020-08-16,B,198.08093046486061
2020-08-17,B,187.32323611725457
2020-08-18,B,182.26925168390113
2020-08-19,B,193.33016485414433
2020-08-20,B,208.48592531649663
2020-08-21,B,222.52293491134054
2020-08-22,B,213.6360960750079
2020-08-23,B,187.33447092633787
2020-08-24,B,183.0764868493347
2020-08-25,B,191.30003901211947
2020-08-26,B,207.32790809970433
2020-08-27,B,230.44406300273255
2020-08-28,B,232.11680730362337
2020-08-29,B,203.07975573271096
2020-08-30,B,207.21343731637535
2020-08-31,B,178.68606215235025
2020-09-01,B,195.16479529271717
2020-09-02,B,202.99634546086085
2020-09-03,B,214.80189708416705
2020-09-04,B,207.50945583790948
2020-09-05,B,209.787641183103
2020-09-06,B,181.33975182769672
2020-09-07,B,190.7423381456083
2020-09-08,B,199.01022412026586
2020-09-09,B,196.14723460814884
2020-09-10,B,220.58492812204744
2020-09-11,B,216.2379686101152
2020-09-12,B,206.20234949380944
2020-09-13,B,200.08084541113453
2020-09-14,B,182.76570823418885
2020-09-15,B,200.8631372686698
2020-09-16,B,198.7347327629686
2020-09-17,B,226.233922911759
2020-09-18,B,222.89047815991142
2020-09-19,B,217.66652148292755
2020-09-20,B,190.37769659164195
2020-09-21,B,182.74761369859354
2020-09-22,B,186.09203196890036
2020-09-23,B,195.97420574389645
2020-09-24,B,223.60595459868725
2020-09-25,B,227.38323297094612
2020-09-26,B,216.1188050342887
2020-09-27,B,206.3207531516931
2020-09-28,B,194.80891287896682
2020-09-29,B,184.08653555456925
2020-09-30,B,205.7171512802064
2020-10-01,B,213.3905668780377
2020-10-02,B,222.4381535253057
2020-10-03,B,206.6424419521632
2020-10-04,B,207.05566046351032
2020-10-05,B,186.19380974189014
2020-10-06,B,185.41193011859679
2020-10-07,B,212.3517513776536
2020-10-08,B,201.0845191838099
2020-10-09,B,206.20856030753708
2020-10-10,B,217.87721685694223
2020-10-11,B,194.64891564543083
2020-10-12,B,185.35786501130244
2020-10-13,B,176.61506438695395
2020-10-14,B,202.68700318606932
2020-10-15,B,234.54758781545408
2020-10-16,B,228.9850480948962
2020-10-17,B,212.938230046397
2020-10-18,B,190.72280684972228
2020-10-19,B,180.26778186433148
2020-10-20,B,170.262720169972
2020-10-21,B,205.0040663103123
2020-10-22,B,225.3534474701687
2020-10-23,B,209.85656658923457
2020-10-24,B,206.35931261686943
2020-10-25,B,185.04559114276486
2020-10-26,B,175.7716251908864
2020-10-27,B,187.79422636821712
2020-10-28,B,186.3377957731049
2020-10-29,B,223.5738161792402
2020-10-30,B,228.5624318361391
2020-10-31,B,209.7118971210991
2020-11-01,B,174.52971019082537
2020-11-02,B,175.5931558114076
2020-11-03,B,197.29965889653397
2020-11-04,B,180.85912883725484
2020-11-05,B,215.9495354449053
2020-11-06,B,213.1616551190015
2020-11-07,B,218.22735030814354
2020-11-08,B,189.04453672362445
2020-11-09,B,186.86620705538175
2020-11-10,B,192.03019684713496
2020-11-11,B,217.8429598709932
2020-11-12,B,217.17625726312104
2020-11-13,B,225.68008637379063
2020-11-14,B,199.98041413251482
2020-11-15,B,204.03882691719258
2020-11-16,B,177.62057417499588
2020-11-17,B,183.09055025115077
2020-11-18,B,203.04524086442902
2020-11-19,B,206.36678811987497
2020-11-20,B,224.5719617183114
2020-11-21,B,219.67065821900485
2020-11-22,B,196.92905906889143
2020-11-23,B,171.0635345162069
2020-11-24,B,186.65617927928525
2020-11-25,B,209.22952451712942
2020-11-26,B,203.9160228249363
2020-11-27,B,214.21374344640807
2020-11-28,B,219.01334693832635
2020-11-29,B,196.8164220245608
2020-11-30,B,187.14055775672088
2020-12-01,B,202.59268216497884
2020-12-02,B,207.11178559141277
2020-12-03,B,224.2731071061988
2020-12-04,B,244.56790584476656
2020-12-05,B,210.36063171102174
2020-12-06,B,188.342666512104
2020-12-07,B,187.3372263557541
2020-12-08,B,191.298722009174
2020-12-09,B,199.21971029786425
2020-12-10,B,210.82089693636513
2020-12-11,B,241.4307670738105
2020-12-12,B,214.75588600891928
2020-12-13,B,188.9375156399058
2020-12-14,B,191.31236765808399
2020-12-15,B,186.983702631642
2020-12-16,B,201.48045193295974
2020-12-17,B,223.64832613818965
2020-12-18,B,212.6870236213068
2020-12-19,B,215.03222594722192
2020-12-20,B,210.16950722304583
2020-12-21,B,187.7844166074956
2020-12-22,B,184.91723708393545
2020-12-23,B,199.51673133014725
2020-12-24,B,215.93749344618334
2020-12-25,B,221.06045041284798
2020-12-26,B,209.25882612388884
2020-12-27,B,202.26643035985984
2020-12-28,B,170.2593925543154
2020-12-29,B,194.89300438757004
2020-12-30,B,200.60615144250235
2020-12-31,B,222.3058655885777
2021-01-01,B,214.14631862569323
2021-01-02,B,222.9803969908199
2021-01-03,B,204.97108858270775
2021-01-04,B,191.87185965605775
2021-01-05,B,175.94903584799445
2021-01-06,B,210.346682282242
2021-01-07,B,222.5991940741695
2021-01-08,B,210.39012200030976
2021-01-09,B,212.22703945592838
2021-01-10,B,197.9923548836693
2021-01-11,B,188.71380771071256
2021-01-12,B,189.5552350600034
2021-01-13,B,206.11363511856342
2021-01-14,B,231.21931458117905
2021-01-15,B,233.11063332672566
2021-01-16,B,189.55504896590338
2021-01-17,B,192.6066406027712
2021-01-18,B,183.0180673698459
2021-01-19,B,174.1904256126673
2021-01-20,B,204.6073183197125
2021-01-21,B,229.49055569250817
2021-01-22,B,214.67988924078563
2021-01-23,B,215.2527661757548
2021-01-24,B,187.88963129317162
2021-01-25,B,179.03004947083028
2021-01-26,B,200.09643333791388
2021-01-27,B,199.58346136302904
2021-01-28,B,223.2682634953796
2021-01-29,B,208.47275725909265
2021-01-30,B,227.53016922746428
2021-01-31,B,200.10750875206455
2021-02-01,B,183.0154169891355
2021-02-02,B,192.95172641462256
2021-02-03,B,192.7154385624108
2021-02-04,B,229.1008795873857
2021-02-05,B,220.92069405367926
2021-02-06,B,211.06914268598823
2021-02-07,B,191.42311433196014
2021-02-08,B,179.90027457844286
2021-02-09,B,193.97478929772046
2021-02-10,B,206.11131886489784
2021-02-11,B,224.92468885465925
2021-02-12,B,223.51228481183603
2021-02-13,B,216.87736736506258
2021-02-14,B,192.07563937035314
2021-02-15,B,202.45341060175406
2021-02-16,B,175.944051143319
2021-02-17,B,214.2216327226376
2021-02-18,B,230.7240333992718
2021-02-19,B,216.83544195006604
2021-02-20,B,230.67602783096237
2021-02-21,B,203.46042165538543
2021-02-22,B,192.45473799513087
2021-02-23,B,188.7817420410405
2021-02-24,B,202.4663949384551
2021-02-25,B,218.1755732472577
2021-02-26,B,226.84702723841684
2021-02-27,B,224.1213992168572
2021-02-28,B,197.0170832047847
2021-03-01,B,177.46414702551968
2021-03-02,B,195.22305111398313
2021-03-03,B,211.64348024543244
2021-03-04,B,225.15819016122666
2021-03-05,B,229.7568437901305
2021-03-06,B,210.814554045393
2021-03-07,B,188.20472619491815
2021-03-08,B,177.88021863556168
2021-03-09,B,175.61399869731096
2021-03-10,B,206.23993323671132
2021-03-11,B,219.32339373790208
2021-03-12,B,220.34302097176337
2021-03-13,B,189.4070985619654
2021-03-14,B,185.72816984447988
2021-03-15,B,193.86256136198344
2021-03-16,B,183.45076675453856
2021-03-17,B,207.29914783566812
2021-03-18,B,208.9355706339833
2021-03-19,B,235.4426365369448
2021-03-20,B,211.96989794635797
2021-03-21,B,198.09710284397198
2021-03-22,B,203.5721445558815
2021-03-23,B,200.96936562982864
2021-03-24,B,202.03195951418772
2021-03-25,B,215.38536266489228
2021-03-26,B,221.39870265598486
2021-03-27,B,217.2713752846781
2021-03-28,B,195.00505666816719
2021-03-29,B,181.8740231308704
2021-03-30,B,200.64536490085555
2021-03-31,B,203.64087542033226
2021-04-01,B,238.59790695822352
2021-04-02,B,224.7990733282284
2021-04-03,B,227.5448065207341
2021-04-04,B,198.7754751939286
2021-04-05,B,192.80973094696367
2021-04-06,B,183.18109655311196
2021-04-07,B,197.79455084392532
2021-04-08,B,223.94891192411464
2021-04-09,B,232.05162882800371
2021-04-10,B,213.65438145301044
2021-04-11,B,185.69584320164446
2021-04-12,B,174.29404950072387
2021-04-13,B,177.6309638178343
2021-04-14,B,190.55371779117917
2021-04-15,B,221.217217229642
2021-04-16,B,233.21362433201529
2021-04-17,B,213.2950732116777
2021-04-18,B,177.97374189368065
2021-04-19,B,183.72010281843203
2021-04-20,B,187.81573313233318
2021-04-21,B,221.5327547665674
2021-04-22,B,208.75430112077862
2021-04-23,B,221.15792220762796
2021-04-24,B,227.11929102150316
2021-04-25,B,199.72695675322734
2021-04-26,B,189.82276115930972
2021-04-27,B,190.1048706716556
2021-04-28,B,207.47438314409274
2021-04-29,B,226.70235073643389
2021-04-30,B,217.87752254734932
2021-05-01,B,220.56700827848167
2021-05-02,B,185.2131759574401
2021-05-03,B,188.0132704239008
2021-05-04,B,190.68819295182425
2021-05-05,B,199.9745601993674
2021-05-06,B,220.3700623616702
2021-05-07,B,219.44316194723717
2021-05-08,B,205.03899910239156
2021-05-09,B,193.43835222968468
2021-05-10,B,176.62448762834512
2021-05-11,B,191.91071502835015
2021-05-12,B,195.77429102175614
2021-05-13,B,226.31743081827358
2021-05-14,B,215.04172069520095
2021-05-15,B,209.15232046270896
2021-05-16,B,191.34051296694287
2021-05-17,B,196.12764061238727
2021-05-18,B,192.0407249506067
2021-05-19,B,203.35117462468955
2021-05-20,B,224.68144023297276
2021-05-21,B,207.7060845300639
2021-05-22,B,213.40768114029916
2021-05-23,B,212.38752372517186
2021-05-24,B,186.65530890268013
2021-05-25,B,190.01178080909915
2021-05-26,B,209.5001421522519
2021-05-27,B,227.92659672100027
2021-05-28,B,208.65395983565273
2021-05-29,B,200.36420807316867
2021-05-30,B,198.15981070149334
2021-05-31,B,179.94759442634884
2021-06-01,B,200.0347476235736
2021-06-02,B,202.66379006610217
2021-06-03,B,205.35557895885108
2021-06-04,B,214.55965211408977
2021-06-05,B,191.8954818405217
2021-06-06,B,194.67454614461133
2021-06-07,B,184.22960397348373
2021-06-08,B,186.2129139176296
2021-06-09,B,213.88628756749267
2021-06-10,B,230.49005360675937
2021-06-11,B,223.41072613206302
2021-06-12,B,196.88541072782192
2021-06-13,B,201.55587315688317
2021-06-14,B,190.24962888973758
2021-06-15,B,192.1538182272094
2021-06-16,B,213.17716331979045
2021-06-17,B,211.65334021300728
2021-06-18,B,240.91394667846296
2021-06-19,B,206.35760811257128
2021-06-20,B,202.68147400062136
2021-06-21,B,172.37803557643207
2021-06-22,B,182.30663823786398
2021-06-23,B,217.52634456919785
2021-06-24,B,218.9548364707586
2021-06-25,B,231.6333545001144
2021-06-26,B,215.99874331753168
2021-06-27,B,195.91809540508362
2021-06-28,B,196.8576898012703
2021-06-29,B,187.92555520887967
2021-06-30,B,191.2195606049582
2021-07-01,B,214.6861843892223
2021-07-02,B,229.3935775587355
2021-07-03,B,217.3372431287472
2021-07-04,B,184.29136472127095
2021-07-05,B,180.22221711661362
2021-07-06,B,185.23512508254672
2021-07-07,B,202.61177878262063
2021-07-08,B,210.1748664860933
2021-07-09,B,220.02714493423625
2021-07-10,B,208.4143564658414
2021-07-11,B,203.07016687131923
2021-07-12,B,192.5599978298711
2021-07-13,B,188.79248228152466
2021-07-14,B,202.46928723863937
2021-07-15,B,222.37163976128915
2021-07-16,B,218.59158300961766
2021-07-17,B,205.1386537606475
2021-07-18,B,189.44620119188963
2021-07-19,B,181.07859210024765
2021-07-20,B,180.72124561796684
2021-07-21,B,206.97215214817786
2021-07-22,B,227.1600407253157
2021-07-23,B,212.49746753294647
2021-07-24,B,214.58441017778472
2021-07-25,B,195.27855457123513
2021-07-26,B,188.95923696638363
2021-07-27,B,189.9955959415461
2021-07-28,B,194.11695150629146
2021-07-29,B,211.2932710142578
2021-07-30,B,225.49971261408209
2021-07-31,B,222.68369791608995
2021-08-01,B,179.39461203509018
2021-08-02,B,189.063050190572
2021-08-03,B,199.68615219874576
2021-08-04,B,204.5916088061667
2021-08-05,B,225.86407544339787
2021-08-06,B,219.7098414322901
2021-08-07,B,213.56859103398338
2021-08-08,B,184.21087292703947
2021-08-09,B,167.61256115487853
2021-08-10,B,197.78137263631658
2021-08-11,B,198.00592646409052
2021-08-12,B,217.88830278522872
2021-08-13,B,214.3129261233806
2021-08-14,B,203.3138330735958
2021-08-15,B,195.85754954281822
2021-08-16,B,180.60076013921454
2021-08-17,B,193.3330842805432
2021-08-18,B,209.5762633077924
2021-08-19,B,224.1693927859228
2021-08-20,B,227.3833405470404
2021-08-21,B,227.28580640779236
2021-08-22,B,188.7775710612865
2021-08-23,B,186.06796883274654
2021-08-24,B,199.4409049308121
2021-08-25,B,216.1423445007296
2021-08-26,B,210.29855649064058
2021-08-27,B,223.04576075643553
2021-08-28,B,225.59869960534584
2021-08-29,B,201.4530241253086
2021-08-30,B,188.13962208427773
2021-08-31,B,188.70797888924798
2021-09-01,B,203.025688690433
2021-09-02,B,224.04848826018954
2021-09-03,B,223.59568135987675
2021-09-04,B,214.46317194012263
2021-09-05,B,198.08725100270684
2021-09-06,B,181.2230156745617
2021-09-07,B,194.77656149784653
2021-09-08,B,229.48012335349023
2021-09-09,B,207.59691271092817
2021-09-10,B,228.27684462334264
2021-09-11,B,208.79235026959535
2021-09-12,B,202.14775204400894
2021-09-13,B,187.09011775920277
2021-09-14,B,196.68443476920453
2021-09-15,B,215.64028884830677
2021-09-16,B,223.422244837752
2021-09-17,B,234.8112328072064
2021-09-18,B,196.18955789830966
2021-09-19,B,210.32221987725356
2021-09-20,B,189.78822525778878
2021-09-21,B,199.2824134928975
2021-09-22,B,196.54730034757398
2021-09-23,B,215.3067869128337
2021-09-24,B,226.99239092312084
2021-09-25,B,214.8777080039878
2021-09-26,B,199.93322026807576
2021-09-27,B,195.53391940015993
2021-09-28,B,176.60797419458308
2021-09-29,B,214.16692895011425
2021-09-30,B,222.08927131540958
2021-10-01,B,224.26469975103694
2021-10-02,B,203.31515931367886
2021-10-03,B,201.76313098107917
2021-10-04,B,167.61500537454157
2021-10-05,B,195.9869588769853
2021-10-06,B,194.5095997626615
2021-10-07,B,222.5207494067572
2021-10-08,B,225.01167401147964
